ANOENC,NUMERO,CODIGO,CODIGO 4D,GASTO,CCAA,CAPROV,TAMAMU,TAMANO,TIPHOGAR1,TIPHOGAR7,INTERIN
2024,732,9322,932," € 3,663.97 ","Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 5000 a menos de 7000 €
2024,733,9322,932," € 75,472.45 ",Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2024,735,9322,932," € 17,465.49 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,736,9450,945," € 655,036.57 ",Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 5000 a menos de 7000 €
2024,744,9321,932, € 3.45 ,Extremadura,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,744,9322,932, € 245.13 ,Extremadura,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,746,9321,932, € 0.41 ,Extremadura,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1000 a menos de 1500 €
2024,746,9322,932, € 181.31 ,Extremadura,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1000 a menos de 1500 €
2024,748,9321,932, € 16.38 ,Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1500 a menos de 2000 €
2024,748,9322,932," € 238,677.95 ",Comunitat Valenciana,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1500 a menos de 2000 €
2024,749,9321,932, € 8.03 ,Andalucía,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,749,9322,932," € 11,519.53 ",Andalucía,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,749,9450,945," € 49,950.45 ",Andalucía,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,751,9322,932," € 11,807.32 ",Cataluña,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,752,9322,932," € 2,239,105.70 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,752,9450,945," € 2,052,514.68 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2500 a menos de 3000 €
2024,753,9322,932," € 109,631.96 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1000 a menos de 1500 €
2024,755,9321,932, € 8.98 ,Canarias,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,755,9322,932," € 1,562.98 ",Canarias,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,756,9450,945," € 1,394,188.86 ",Andalucía,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2024,758,9322,932," € 4,870.40 ","Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1500 a menos de 2000 €
2024,758,9450,945," € 297,780.61 ","Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Un adulto con niños menores de 16 años,Un adulto con hijos,De 1500 a menos de 2000 €
2024,759,9321,932, € 0.93 ,"Asturias, Principado de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2024,759,9322,932," € 2,405.80 ","Asturias, Principado de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2024,764,9322,932," € 2,360.72 ",Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,767,9321,932, € 0.51 ,Cantabria,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,767,9322,932," € 2,785.16 ",Cantabria,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,767,9450,945," € 151,203.41 ",Cantabria,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,768,9321,932, € 133.35 ,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,768,9322,932," € 15,466.38 ","Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,769,9321,932, € 5.69 ,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Dos personas,Otros Hogares,Otros tipos de hogares,De 2500 a menos de 3000 €
2024,769,9322,932," € 162,808.38 ","Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Dos personas,Otros Hogares,Otros tipos de hogares,De 2500 a menos de 3000 €
2024,770,9322,932," € 413,725.09 ",País Vasco,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de menos de 30 años,Persona sola de menos de 65 años,De 500 a menos de 1000 €
2024,777,9322,932," € 6,557.20 ",Cataluña,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,778,9322,932, € 366.25 ,Extremadura,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,779,9322,932," € 61,552.27 ",Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,780,9450,945," € 465,670.37 ","Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2024,781,9322,932," € 3,394,739.76 ",Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,781,9450,945," € 790,933.22 ",Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,782,9322,932," € 496,518.24 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1500 a menos de 2000 €
2024,783,9322,932," € 1,365,770.60 ",Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 500 a menos de 1000 €
2024,783,9450,945," € 1,020,968.62 ",Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 500 a menos de 1000 €
2024,785,9321,932, € 1.95 ,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2024,785,9322,932," € 449,886.54 ","Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2024,786,9322,932," € 3,330.24 ",Cataluña,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,789,9321,932, € 4.60 ,Galicia,No,Municipio de 100.000 habitantes o más,Seis o más personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Otros tipos de hogares,De 3000 a menos de 5000 €
2024,789,9322,932," € 102,370.57 ",Galicia,No,Municipio de 100.000 habitantes o más,Seis o más personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Otros tipos de hogares,De 3000 a menos de 5000 €
2024,789,9450,945," € 1,748,968.47 ",Galicia,No,Municipio de 100.000 habitantes o más,Seis o más personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Otros tipos de hogares,De 3000 a menos de 5000 €
2024,791,9321,932, € 6.26 ,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,791,9322,932," € 6,599.99 ",Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,792,9321,932, € 0.52 ,Cantabria,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,792,9322,932," € 1,571,899.30 ",Cantabria,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,792,9450,945," € 11,969.57 ",Cantabria,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,794,9322,932," € 99,152.77 ",Aragón,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,794,9450,945," € 2,599.79 ",Aragón,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,795,9322,932," € 165,881.98 ",Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2000 a menos de 2500 €
2024,798,9321,932, € 0.70 ,Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,798,9322,932," € 210,793.23 ",Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,798,9450,945," € 565,429.82 ",Castilla - La Mancha,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,801,9321,932, € 82.91 ,"Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,801,9322,932," € 126,306.92 ","Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,801,9450,945," € 1,445,629.92 ","Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,802,9322,932," € 350,369.12 ","Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,802,9450,945," € 13,351.83 ","Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,805,9321,932," € 247,794.64 ",Galicia,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,805,9450,945," € 3,014,834.83 ",Galicia,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,807,9322,932," € 350,984.66 ",Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,807,9450,945," € 3,315,943.92 ",Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,808,9321,932, € 15.60 ,Castilla y León,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,808,9322,932," € 38,149.18 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1000 a menos de 1500 €
2024,811,9321,932, € 0.15 ,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,811,9322,932," € 3,568.87 ",Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2024,814,9321,932, € 5.67 ,Aragón,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,814,9322,932," € 22,201.34 ",Aragón,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,818,9322,932," € 375,333.97 ",Cataluña,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,819,9321,932, € 0.91 ,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,819,9322,932," € 20,954.93 ","Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,820,9322,932," € 4,597.83 ",País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 7000 a menos de 9000 €
2024,823,9321,932, € 0.12 ,Ceuta,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Seis o más personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 500 a menos de 1000 €
2024,823,9322,932," € 1,553.98 ",Ceuta,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Seis o más personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 500 a menos de 1000 €
2024,824,9450,945," € 2,394,425.46 ",Cataluña,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,825,9322,932," € 129,765.63 ",Galicia,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
2024,826,9321,932, € 1.87 ,Castilla - La Mancha,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,826,9322,932, € 132.70 ,Castilla - La Mancha,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,828,9321,932, € 1.04 ,"Asturias, Principado de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,828,9322,932," € 12,764.59 ","Asturias, Principado de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 1500 a menos de 2000 €
2024,829,9321,932, € 1.92 ,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2024,829,9322,932," € 2,792.10 ","Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2024,829,9450,945," € 10,509.70 ","Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2024,831,9322,932," € 77,390.07 ",Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 500 a menos de 1000 €
2024,834,9322,932," € 10,763.37 ",Cataluña,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2024,836,9322,932," € 112,531.88 ",Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 1500 a menos de 2000 €
2024,838,9321,932, € 30.23 ,Canarias,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 1500 a menos de 2000 €
2024,838,9322,932," € 6,625.06 ",Canarias,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 1500 a menos de 2000 €
2024,838,9450,945," € 206,459.32 ",Canarias,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 1500 a menos de 2000 €
2024,839,9322,932," € 221,982.08 ",País Vasco,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,839,9450,945," € 760,852.96 ",País Vasco,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,840,9321,932, € 352.87 ,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,840,9322,932," € 2,717,306.05 ",Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,840,9450,945," € 280,510.17 ",Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,842,9322,932," € 128,528.08 ",Cantabria,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,843,9321,932, € 185.79 ,Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,843,9322,932," € 78,858.39 ",Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,845,9322,932," € 35,818.21 ",Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,849,9321,932, € 26.00 ,Extremadura,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,849,9322,932," € 2,107.99 ",Extremadura,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2000 a menos de 2500 €
2024,850,9322,932," € 1,776.95 ",Canarias,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2024,850,9450,945," € 6,440.38 ",Canarias,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2024,851,9322,932," € 56,951.13 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,853,9322,932," € 97,706.92 ",Andalucía,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,854,9321,932, € 97.68 ,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,854,9322,932," € 89,531.94 ",Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,856,9321,932, € 0.97 ,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
2024,856,9322,932," € 317,828.72 ",Castilla y León,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
2024,857,9322,932," € 8,035.99 ",Castilla y León,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 500 a menos de 1000 €
2024,858,9321,932, € 158.65 ,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,858,9322,932," € 16,804.70 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,858,9450,945," € 3,952,239.76 ","Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo al menos uno de los miembros 65 años o más,Pareja sin hijos,De 2500 a menos de 3000 €
2024,863,9322,932," € 4,247.37 ","Asturias, Principado de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 500 a menos de 1000 €
2024,865,9322,932," € 1,221.34 ",Extremadura,No,Municipio con 50.000 o más y menos 100.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2024,866,9321,932, € 167.64 ,Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,866,9322,932," € 30,947.14 ",Comunitat Valenciana,Sí,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 2000 a menos de 2500 €
2024,869,9321,932, € 3.99 ,"Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,Sin registro de ingresos
2024,869,9322,932," € 5,552.86 ","Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,Sin registro de ingresos
2024,869,9450,945," € 10,558.48 ","Murcia, Región de",Sí,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,Sin registro de ingresos
2024,875,9322,932," € 27,734.73 ",Castilla - La Mancha,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2024,876,9322,932, € 73.74 ,País Vasco,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2024,877,9321,932, € 0.48 ,"Navarra, Comunidad Foral de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,877,9322,932, € 323.72 ,"Navarra, Comunidad Foral de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2024,878,9322,932, € 321.01 ,País Vasco,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2024,880,9321,932, € 185.35 ,Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2024,880,9322,932," € 17,558.18 ",Castilla - La Mancha,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
