ANOENC,NUMERO,CODIGO,CODIGO 4D,GASTO,CCAA,CAPROV,TAMAMU,TAMANO,TIPHOGAR1,TIPHOGAR7,INTERIN
2023,8131,9322,932,9110.92,"Rioja, La",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2023,5726,9450,945,9146.3,Cantabria,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 3000 a menos de 5000 €
2023,10666,9322,932,9168.3,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 5000 a menos de 7000 €
2023,2492,9322,932,9171.31,Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2023,19490,9450,945,9197.18,"Balears, Illes",No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2023,16929,9322,932,9203.1,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1000 a menos de 1500 €
2023,2985,9322,932,9212.69,"Rioja, La",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2023,1413,9450,945,9220.61,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2500 a menos de 3000 €
2023,13601,9322,932,9225.6,"Rioja, La",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2023,12944,9322,932,9228.05,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 1500 a menos de 2000 €
2023,3459,9322,932,9247.8,"Balears, Illes",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2023,16915,9450,945,9249.86,"Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2023,2983,9322,932,9257.54,Cantabria,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,Menos de 500 €
2023,14492,9322,932,9258.08,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2023,20085,9450,945,9270.35,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 500 a menos de 1000 €
2023,7350,9322,932,9292.55,"Madrid, Comunidad de",No,Municipio con menos de 10.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 2500 a menos de 3000 €
2023,10770,9322,932,9293.78,"Madrid, Comunidad de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2023,1479,9322,932,9310.66,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2023,3535,9450,945,9316.67,"Madrid, Comunidad de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 2500 a menos de 3000 €
2023,11084,9450,945,9370.9,"Madrid, Comunidad de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2023,15172,9322,932,9386.12,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2023,12424,9450,945,9404.93,"Madrid, Comunidad de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2023,1338,9450,945,9405.33,Cataluña,No,Municipio de 100.000 habitantes o más,Tres personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2023,823,9322,932,9443.19,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2023,17292,9450,945,9452.14,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2023,11906,9322,932,9500.67,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2500 a menos de 3000 €
2023,12461,9322,932,9504.56,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1500 a menos de 2000 €
2023,9976,9322,932,9515.83,Andalucía,No,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2023,19726,9322,932,9520.84,Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2023,16616,9322,932,9533.83,"Madrid, Comunidad de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2023,5893,9322,932,9537.91,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2023,16915,9322,932,9547.75,"Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2023,18118,9322,932,9554.19,Aragón,Sí,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2023,12429,9322,932,9579.22,Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
